"imdb_id","title","rating_imdb","rating_count","storyline","certificates","release_date","duration_min","imdb_url_film","url_poster"
"tt37595841","Panggilan dari Kubur",5,50,"There is no mother in this world who can bury her own child... That is what happened to Alya when she and her husband Raka and their daughter Yasmin went on vacation to her mother's house, Mrs. Dewi in a remote village. But this vacation turned out to be disastrous. Her daughter Yasmin had a tragic accident and drowned while playing in the lake. In a state of deep grief, Alya could not bring Yasmin's body back to Jakarta to be buried. Because of the weather and the impossible travel, Yasmin was finally buried in the backyard of her mother's house. Then Alya and her husband returned to Jakarta, trying to live life as usual. But it was not easy, Alya always felt the call from her daughter Yasmin. This strange feeling pushed Alya to return to her mother's village to see her daughter's grave. And it turned out the grave was indeed empty. Yasmin had risen and become a terrifying figure. The grave was apparently cursed: anyone buried in the ground would come back to life as a terrifying figure. With the help of Basri, a local resident, they search for Yasmin, who has begun terrorizing the village. If Alya refused to let her child go, is Alya now ready to accept Yasmin's return to life.","-",2025-08-14,88,"https://www.imdb.com/title/tt37595841/?ref_=sr_t_1273","https://www.imdb.com/title/tt37595841/mediaviewer/rm1041218562/?ref_=tt_ov_i"
"tt33022038","Gundik",3.8,165,"Otto, a former soldier who has just been released from prison, must accept the fact that his daughter, Merry, has secretly married Baim, a taxi driver who is considered to have no future. When he receives a job to rob the house of a Nyai who is suspected of being a Gundik, Otto recruits his team: Saud, a fellow former soldier, Reza, his brother-in-law, and Baim as a driver and lookout. However, their action turns into a nightmare when they realize that the Nyai who owns the house that was robbed, is not an ordinary Gundik, but rather she is a powerful ghost, the ruler of the South Coast.","-",2025-05-22,112,"https://www.imdb.com/title/tt33022038/?ref_=sr_t_1469","https://www.imdb.com/title/tt33022038/mediaviewer/rm1117552642/?ref_=tt_ov_i"
"tt1748182","Rintihan Kuntilanak Perawan",3.8,85,"a virgin girl was killed by a boy who rape her and then she try to kill that boy.but, will that be easy because she has been a ghost.","-",2010-10-14,90,"https://www.imdb.com/title/tt1748182/?ref_=sr_t_1475","https://www.imdb.com/title/tt1748182/mediaviewer/rm4212593664/?ref_=tt_ov_i"
"tt26923485","Ali Topan",5.8,303,"From a tumultuous family background, Ali Topan chooses to spend his time on the streets of Blok M and at the Art Stall under the guidance of Opung Brotpang along with his gang, Dudung, Bobby, and Gevaert. His encounter with Anna Karenina, the daughter of a prominent property business family, adds color to Ali Topan's life. Ali and Anna fall in love, but unfortunately, their relationship is strongly opposed by Anna's parents. Unbridled disappointment drives Ali and Anna to embark on an adventure, traversing the streets across the island of Java in search of a new future. However, on their journey, many parties attempt to track them down and hunt them, including Boy, who disapproves of Ali and Anna's togetherness. Ali Topan is accused of being the mastermind behind the turmoil at the Art Stall and the kidnapping of Anna. Can the courage of Ali Topan and Anna Karenina overcome everyone who opposes them? Will Ali Topan continue to be with Anna Karenina?","TV-14",2024-02-14,115,"https://www.imdb.com/title/tt26923485/?ref_=sr_t_1013","https://www.imdb.com/title/tt26923485/mediaviewer/rm4119216897/?ref_=tt_ov_i"
"tt12993456","Akhirat: A Love Story",6.1,148,"An accountant falls in love with a free-spirited artist. One day, they're involved in a car accident that puts them in a coma. They later find themselves at the intersection of the human world and the afterlife. Reluctant to be separated from each other, they explore the realm and meet other souls. —Studio Antelope","TV-14",2022-02-02,112,"https://www.imdb.com/title/tt12993456/?ref_=sr_t_913","https://www.imdb.com/title/tt12993456/mediaviewer/rm1014819329/?ref_=tt_ov_i"
"tt6444398","Gangster",6.3,73,"Jamroni, a village boy, went to Jakarta to find Sari, his childhood love, and to find the truth about himself. But instead, he is involved in a feud between two powerful figures concerning arranged marriage of the daughter.","-",2015-08-27,99,"https://www.imdb.com/title/tt6444398/?ref_=sr_t_822","https://www.imdb.com/title/tt6444398/mediaviewer/rm265764352/?ref_=tt_ov_i"
"tt1817710","Kabayan Jadi Milyuner",5.4,24,,"-",2010-12-23,105,"https://www.imdb.com/title/tt1817710/?ref_=sr_t_1185","https://www.imdb.com/title/tt1817710/mediaviewer/rm3497870848/?ref_=tt_ov_i"
"tt32740308","My Annoying Brother",7.4,381,"Kemal (Angga Yunanda), a national athlete, loses sight due to a competition injury. Things become more complicated when his estranged older brother, Jaya (Vino G Bastian), returns home after a long absence. Jaya, a convict, uses Kemal's condition to request a reduction in his prison sentence. Unbeknownst to them, this dramatic reunion rekindles the fond memories of their once beautiful brotherhood. Their lives are filled with laughter once more. However, fate has other plans, and the laughter soon turns to tears.","TV-14",2024-10-24,114,"https://www.imdb.com/title/tt32740308/?ref_=sr_t_285","https://www.imdb.com/title/tt32740308/mediaviewer/rm4036845569/?ref_=tt_ov_i"
"tt10643938","Love for Sale 2",6.9,650,"Ican aka Indra Tauhid (Adipati Dolken) have often faced with matchmaking attempts by his mother, Ros aka Rosmaida (Ratna Riantiarno). One day, tricked Ros by bringing a prospective daughter-in-law through a dating application called Love Inc. Not long, Arini (Della Dartyan) has comes. Ican introduced her as his ex-girlfriend when they were in the college. Arini allowed to stay in Ros's rented house. Arini's presence brought a big changes to Ros family. Their family became tighter thanks to Arini. Ros liked Arini. She proudly introduced Arini as her prospective daughter-in-law to her friends. Gradually seeing relationships between families that began to improve thanks to Arini, Ican slowly fell in love to her.","-",2019-10-31,92,"https://www.imdb.com/title/tt10643938/?ref_=sr_t_524","https://www.imdb.com/title/tt10643938/mediaviewer/rm2947189249/?ref_=tt_ov_i"
"tt14038500","Love Reborn",7.7,12,,"-",2018-05-31,98,"https://www.imdb.com/title/tt14038500/?ref_=sr_t_215","https://www.imdb.com/title/tt14038500/mediaviewer/rm1184614401/?ref_=tt_ov_i"
"tt10495074","Iqro: My Universe",6.9,20,"Aqilla has aspirations to become an astronaut, Her grandfather, an astronomer, is a place where Aqilla learned a lot and asked questions. Aqilla's hobbies in outer space make her compete with June, her schoolmate, a transfer student from England who also has similar interests. They compete to make a vlog of people who are instrumental in the world of science, especially outer space. Thed prize: visit the Astronaut Training Center. Aqilla immediately thinks of Opa in his vlog. It turns out that Opa has gone to England to help with a research. Raudhah, Aqilla's teacher, gives a book to Aqilla about Tsurayya, an Indonesian astronaut who is conducting research on plants to be sent into space. Aqilla tries hard to meet and ask her to be part of her vlog. —filmindonesia.or.id","-",2019-07-11,101,"https://www.imdb.com/title/tt10495074/?ref_=sr_t_550","https://www.imdb.com/title/tt10495074/mediaviewer/rm1365941761/?ref_=tt_ov_i"
"tt11644304","London Love Story 2",7.7,95,"This is the continuation of the romance between Caramel (Michelle Ziudith) and Dave (Dimas Anggara). They plan to visit Switzerland for a holiday. However, Dave cancels the trip at the last minute, leaving Caramel alone. When Caramel arrives in Switzerland, she continues her holiday with her friend, Sam (Ramzi). Her peaceful holiday suddenly changes because of Gilang (Rizky Nazar), a chef and an heir to a famous restaurant owner. Somehow, he starts a love-and-hate relationship with Caramel. Will Caramel keep her commitment to Dave? —iflix","TV-14",2017-03-02,101,"https://www.imdb.com/title/tt11644304/?ref_=sr_t_205","https://www.imdb.com/title/tt11644304/mediaviewer/rm2778236673/?ref_=tt_ov_i"
"tt20224156","Argantara",4.2,270,"The marriage at the age of 16 between Syera and Argantara changed their lives. Argantara and Syera live alone in one house. Argantara and Syera's attitude turned out to be the opposite. Argantara is rarely at home and more often with his motorcycle gang friends. Argantara and Syera also kept their marriage a secret at school. But suspicion arose because of their closeness. And Syera is pregnant.","-",2022-12-29,105,"https://www.imdb.com/title/tt20224156/?ref_=sr_t_1427","https://www.imdb.com/title/tt20224156/mediaviewer/rm2002061057/?ref_=tt_ov_i"
"tt10133780","Sekte",6.2,92,"Lia is experiencing memory loss after an accident. When awakened, she is in a large, isolated house. It is a place of community consisting of people who do not have a home and relatives. They live in harmony and look after each other. They are the ones who help Lia when she was injured. Because she does not remember who she was and where to go, she stays there to get treatment. The days pass. Lia, who begins to recover, realizes there is something strange about the situation where she stays. It turns out that the inhabitants of the house consist of followers of cults and those who enter the house can never come out again. —filmindonesia.or.id","-",2019-05-02,89,"https://www.imdb.com/title/tt10133780/?ref_=sr_t_858","https://www.imdb.com/title/tt10133780/mediaviewer/rm945643776/?ref_=tt_ov_i"
"tt34547701","Believe: The Ultimate Battle",6.1,169,"Agus grew up in the strict upbringing of his father, Sergeant Major Dedi, a soldier who was injured during an operation in East Timor. After Dedi's death, Agus understood the magnitude of his father's sacrifice and was determined to follow in his footsteps by becoming a soldier. In the midst of duty and conflict, Agus also struggled to maintain his household with Evi, so that it would not be destroyed like his family before. Slowly, he began to understand that his father's footsteps were not to be repeated, but rather used as a lesson in forming his own path.","TV-MA",2025-07-24,112,"https://www.imdb.com/title/tt34547701/?ref_=sr_t_893","https://www.imdb.com/title/tt34547701/mediaviewer/rm3597844226/?ref_=tt_ov_i"
"tt15850384","My Sassy Girl",5.9,174,"Gian should have gone to his aunt's house because she wants to set Gian up with her late son's ex-lover. However, from the station to the train carriage, Gian is caught in a situation where he has to take care of a drunk girl named Sisi and take her to a hotel. There is a misunderstanding between Gian and Sisi. Still, this misunderstanding brings them into meeting after meeting, forming a togetherness where Gian finds himself unable and unwilling to be separated from Sisi even though Sisi often bullies him. Sisi has a gloomy side due to her past and finds happiness every time she is with Gian. Unfortunately, Sisi always feels she doesn't deserve to be happy. At the same time, Gian always tries to fulfill Sisi's wishes, no matter how strange Sisi's requests are, to bring Sisi free from the sadness that Gian often finds in Sisi's ridiculous behavior.","TV-14",2022-06-23,117,"https://www.imdb.com/title/tt15850384/?ref_=sr_t_989","https://www.imdb.com/title/tt15850384/mediaviewer/rm3425050369/?ref_=tt_ov_i"
"tt38623880","Comic 8 Revolution: Santet K4bin3t",4.7,38,"Fueled by vengeance from the past, a shaman couple Ki Bagus and Ni Gendis plots to take control of the nation by casting black magic on the president and his cabinet. With the aid of a mystical skull, they successfully bewitch a deputy minister but fail to curse the president. To complete their spell, they must sacrifice eight souls. The government assigns Pakde Indro and Oki from the Bureau of Intelligence of the Republic (BIR) to stop Ki Bagus and Ni Gendis. Pakde Indro and Oki gather eight agents and infiltrate them into the couple's home under the guise of domestic helpers.","TV-PG",2025-12-24,111,"https://www.imdb.com/title/tt38623880/?ref_=sr_t_1343","https://www.imdb.com/title/tt38623880/mediaviewer/rm3065815042/?ref_=tt_ov_i"
"tt21429366","Saranjana: Kota Ghaib",4.4,374,"The adventures of a band from Jakarta called Significant which is currently holding a concert tour in Kotabaru, South Kalimantan. Right in the middle of the tour, Sitha, the band's vocalist, mysteriously disappears. After conducting a search, the other band members believed that Sitha was in Saranjana, an unseen city which the locals believed to be a modern and advanced city. For seven days, they will enter the city of Saranjana with various horror and mystical events accompanying their journey.","-",2023-10-26,98,"https://www.imdb.com/title/tt21429366/?ref_=sr_t_1397","https://www.imdb.com/title/tt21429366/mediaviewer/rm847797505/?ref_=tt_ov_i"
"tt25874946","The Day Before the Wedding",5.4,144,"Clara, a wedding dress cosplayer who wants to become a flight attendant, lives in the same house with her best friend, Kinan, by the train tracks. They work together to make a living. Because she is about to marry her boyfriend, Gerald, Kinan, who doesn't know that Gerald is a pickpocket, goes to his boyfriend's house. The day before Kinan's wedding, Clara does a medical test as a flight attendant. She fails because it turns out she is pregnant. She confesses to Kinan that it was Gerald who got her pregnant. It turns out that Kinan is also pregnant.","-",2023-01-13,70,"https://www.imdb.com/title/tt25874946/?ref_=sr_t_1170","https://www.imdb.com/title/tt25874946/mediaviewer/rm85605377/?ref_=tt_ov_i"
"tt36984392","Shutter",6.9,48,"Darwin, a photographer who discovers a mysterious woman appearing in all his photographs. As the spectral figure begins to manifest in real life, his girlfriend Pia investigates the ghost's identity, uncovering connections to a former university student named Lilies. When Darwin's friends start dying, Pia suspects the hauntings are connected to Darwin's past misdeeds.","TV-MA",2025-10-30,89,"https://www.imdb.com/title/tt36984392/?ref_=sr_t_510","https://www.imdb.com/title/tt36984392/mediaviewer/rm1326688770/?ref_=tt_ov_i"
"tt1507326","Maling Kutang",3.7,37,"Two neighbours steal a bra and they think it is magical.","-",2009-10-01,,"https://www.imdb.com/title/tt1507326/?ref_=sr_t_1483","https://www.imdb.com/title/tt1507326/mediaviewer/rm2518522369/?ref_=tt_ov_i"
"tt5863772","Uang Panai' Maha(r)l",6.9,171,"Anca (Ikram Noer) just returned from overseas. He was reunited with his ex-girlfriend Risna (Nur Fadillah) and intends to marry her. But Anca's intention was hindered by a marriage conditions: Uang Panai' with a fantastic amount of money.","-",2016-08-25,119,"https://www.imdb.com/title/tt5863772/?ref_=sr_t_530","https://www.imdb.com/title/tt5863772/mediaviewer/rm4272821504/?ref_=tt_ov_i"
"tt14716556","Marley",9,99,"Marley, a dog, befriends Doni, a math teacher. One time, Doni is fired from school because he applies a different learning system. Because of that, Doni opens his own math tutoring. The tutoring is initially empty, but finally crowded. It is there that Doni meets Vina and there is love between them. Tension occurs when there is a math competition, Marley is kidnapped by a dog butcher. —filmindonesia.or.id","-",2022-03-17,106,"https://www.imdb.com/title/tt14716556/?ref_=sr_t_27","https://www.imdb.com/title/tt14716556/mediaviewer/rm3856209921/?ref_=tt_ov_i"
"tt1252526","Tri Mas Getir",5,39,"Ciang Pek inherits a wushu school and lives with his grandfather. When Ciang Pek's grandfather died, mafia boss, Munar came and threatened to confiscate the wushu if he failed to pay his grandfather's debt.","-",2008-07-03,97,"https://www.imdb.com/title/tt1252526/?ref_=sr_t_1298","https://www.imdb.com/title/tt1252526/mediaviewer/rm3835747073/?ref_=tt_ov_i"
"tt26507543","Air Mata di Ujung Sajadah",6.8,1700,"Seven years have passed, Aqilla just found out that her child, Baskara, is actually alive and being raised by Arif and Yumna, a couple who had only one hope: to have a child. Aqilla departed from her empty life in Europe to head to Solo City to embrace her new future. Will Aqilla be able to bring herself to take Baskara away, as he has been raised by Arif and Yumna for years? Indeed, Aqilla's blood runs in Baskara's veins, but there is also Yumna's sweat and tears there. Who has more right to be Baskara's mother?","-",2023-09-07,105,"https://www.imdb.com/title/tt26507543/?ref_=sr_t_575","https://www.imdb.com/title/tt26507543/mediaviewer/rm1401772033/?ref_=tt_ov_i"
"tt2773732","Rectoverso",7.4,262,"Rectoverso is an omnibus or anthology of Indonesian movie nuances of love. This film is an adaptation of a work of music albums Dewi ""Dee"" Lestari titled Rectoverso which was released in 2008.","-",2013-02-14,110,"https://www.imdb.com/title/tt2773732/?ref_=sr_t_295","https://www.imdb.com/title/tt2773732/mediaviewer/rm2212109568/?ref_=tt_ov_i"
"tt24015932","Dear Jo: Almost Is Never Enough",8.3,97,"Joshua and Maura, a young married couple, got married and worked in Baku, Azerbaijan. Despite their financial success, they felt empty because Maura couldn't conceive. Maura had a friend named Ella, a single parent from Indonesia who also lived in Baku. Ella knew about Maura's desire to have a child, and they agreed that Ella would become the surrogate mother. However, tragically, while Ella was pregnant, Maura passed away in an accident, leaving Ella and Joshua devastated and their lives in disarray.","-",2023-08-10,104,"https://www.imdb.com/title/tt24015932/?ref_=sr_t_90","https://www.imdb.com/title/tt24015932/mediaviewer/rm2308332033/?ref_=tt_ov_i"
"tt33399867","Malam Pertobatan",6.7,16,"In the 1980s, security forces carry out secret operations known as ""Petrus"" to suppress rampant thuggery, spreading terror among notorious figures like Baron, Pange, and Bedul. Baron grows even more fearful when he hears that Pange and Bedul have already fallen victim to these mysterious shootings. Determined to change his ways, he seeks to make amends with his mother and turn his life around for his girlfriend, Ratna. But will he get the chance?","-",2024-09-22,81,"https://www.imdb.com/title/tt33399867/?ref_=sr_t_648","https://www.imdb.com/title/tt33399867/mediaviewer/rm2035508481/?ref_=tt_ov_i"
"tt3813456","Cahaya dari timur: Beta Maluku",7.9,244,"Sani Tawainella wants to save the children of Ambon from religious conflict through football. In the midst of life's difficulties as well as the choice between family or the football team, Sani is assigned to bring his team to represent Maluku in the national championship, but his decision to mix children of different religions into one team actually leads to a split. Can Sani, through all of this, bring a good end to the story for Maluku? —nitorch","-",2014-06-19,151,"https://www.imdb.com/title/tt3813456/?ref_=sr_t_148","https://www.imdb.com/title/tt3813456/mediaviewer/rm1090813441/?ref_=tt_ov_i"
"tt10640338","Mangga Muda",5.5,16,"Agil (Tora Sudiro), a taxi driver, and his wife Luli (Alexandra Gottardo), a salon employee. live in a mediocre state. They are bussy looking for income. It makes them difficult to get a baby. Then Agil makes a wish: if his wife is pregnant then he will fulfill all requests of his wife. His prayer is answered. Luli is pregnant. Instead of being happy, Agil actually is confused. One morning he finds a brochure of a red Yaris car under the pillow of his wife's bed. He asks his wife if she really wants a red Yaris. Luli says yes. His efforts to fulfill the wishes of his wife failed continuously, and he falls into a failed robbery.","-",2020-01-23,98,"https://www.imdb.com/title/tt10640338/?ref_=sr_t_1134","https://www.imdb.com/title/tt10640338/mediaviewer/rm2922152705/?ref_=tt_ov_i"
"tt2354124","Rumah Bekas Kuburan",3.7,18,,"-",2012-02-02,79,"https://www.imdb.com/title/tt2354124/?ref_=sr_t_1479","https://www.imdb.com/title/tt2354124/mediaviewer/rm2845476609/?ref_=tt_ov_i"
"tt3032254","Cinta Dalam Kardus",6.3,232,"A boy called Miko went to Stand Up Comedy show in a restaurant to release his stresses. While in the show, his jokes are hated by the restaurant costumers, so he brings the box that contains the pieces of stuff of his past loves.","-",2013-06-13,90,"https://www.imdb.com/title/tt3032254/?ref_=sr_t_815","https://www.imdb.com/title/tt3032254/mediaviewer/rm2811658497/?ref_=tt_ov_i"
"tt2343094","Tanah Surga... Katanya",7.1,134,"Tanah Surga Katanya is movie about a nationalism of patriot that still alive in frontier between Indonesia and Malaysia, his son is choose to living in Malaysia than to live in Indonesia because in Indonesia, the government is not take care of people in hinterland and frontier, and the economic in Malaysia is more greatful in frontier of two country","-",2012-08-15,91,"https://www.imdb.com/title/tt2343094/?ref_=sr_t_448","https://www.imdb.com/title/tt2343094/mediaviewer/rm3814032897/?ref_=tt_ov_i"
"tt1631699","Dendam Pocong Mupeng",4.6,14,,"-",2010-02-04,,"https://www.imdb.com/title/tt1631699/?ref_=sr_t_1367","https://www.imdb.com/name/nm3338696/?ref_=tt_cst_i_1"
"tt37544044","Arwah",7.4,28,"5 foster siblings who reunited to reminisce, suddenly experienced a disaster. The youngest sister could not be saved. After the accident, the four siblings felt terrorized by the youngest sister. The psychic said that the youngest sister was not calm, she had something to say. The four siblings find out, what is it?","-",2025-07-03,87,"https://www.imdb.com/title/tt37544044/?ref_=sr_t_282","https://www.imdb.com/title/tt37544044/mediaviewer/rm1803926530/?ref_=tt_ov_i"
"tt30833434","Bolehkah Sekali Saja Kumenangis",6.9,395,"After her brother left home, Tari struggled alone to save her mother from her abusive father. Tari, who had been traumatized since she was little, was no longer able to bear this burden. Accompanied by Baskara, a temperamental man who also joined the same support group. Will Tari be able to overcome the trauma she has and no longer keep her tears to herself?","-",2024-10-17,101,"https://www.imdb.com/title/tt30833434/?ref_=sr_t_513","https://www.imdb.com/title/tt30833434/mediaviewer/rm1779068673/?ref_=tt_ov_i"
"tt8065816","Petualangan Menangkap Petir",7.1,48,"Sterling (Bima Azriel) is an aspiring filmmaker who lives in Hong Kong with his parents, Beth (Putri Ayudya) and Mahesa (Darius Sinathrya). Sterling is left to his grandfather (Slamet Rahardjo) who lives in Selo, Boyolali, Central Java, while his parents prepare their move to Jakarta. Sterling, who is accustomed to his ""friends"" in the internet world, feels uncomfortable staying in the mountains of Boyolali. This changed when he met Gianto / Jaiyen (Fatih Unru), Neta (Zara Leola), Wawan (Jidate Ahmad), Kuncoro (Danang Parikesit) and Yanto (Siswanto). He knows the fun of friends, adventure, playing with various childhood games that he had never met. Triggered by Jaiyen's desire to become a film star, Sterling and friends met Arifin (Abimana Aryastya) and Kriwil (Arie Kriting), the owner of a wedding video and on a mobile screen to teach how to make films inspired by the legendary story of Ki Ageng Selo, the story of the Lightning Catcher for Sterling is the figure of a superhero. The conflict happened because of differences in Beth's parenting and Sterling's desire to have fun chasing dreams. The children's adventures aside from being excited also gave Beth a valuable lesson, and most importantly: Sterling knew what true friendship meant.","TV-G",2018-08-30,93,"https://www.imdb.com/title/tt8065816/?ref_=sr_t_444","https://www.imdb.com/title/tt8065816/mediaviewer/rm1763988480/?ref_=tt_ov_i"
"tt11912692","Backstage",6.2,117,"Elsa (Vanesha Prescilla) and Sandra (Sissy Priscilla) are sisters with a million dreams. Elsa-the little sister- dreams of becoming a movie star. Their father is dead. Their mother, Andini (Karina Suwandi), becomes the backbone of the family by selling dumplings with her daughters who work as cafe waitresses. One day Elsa auditions for a movie looking for a singer role. Elsa sent a video of her singing but using Sandra's voice. Elsa fails, but Bayu (Verdi Solaiman), a music producer, orbits Elsa as the new singer using Sandra's voice. And - successful. On this journey Elsa gets to know her idol singer, Michael Nara (Achmad Mgantara), duet and - fall in love. Sandra began to lose her sister. There is a conflict between these sisters. Then, a lie is revealed: Michael Nara turns to using Elsa's fame to raise his prestige again. —filmindonesia.or.id","TV-G",2021-12-30,115,"https://www.imdb.com/title/tt11912692/?ref_=sr_t_875","https://www.imdb.com/title/tt11912692/mediaviewer/rm2938959617/?ref_=tt_ov_i"
"tt8566988","R: Raja, Ratu & Rahasia",6.8,102,"Ratu (Aurora Ribero) joins a club called Komplotan Rahasia (Secret Order) in order to bring joy to herself because her parents are dead. Then there's Raja (Brandon Salim) who loves Ratu. But Raja has a secret.","-",2018-07-12,98,"https://www.imdb.com/title/tt8566988/?ref_=sr_t_608","https://www.imdb.com/title/tt8566988/mediaviewer/rm1965377280/?ref_=tt_ov_i"
"tt30476508","#OOTD: Outfit of the Designer",5.5,55,"Lost among destruction and uncertainty, a fashion design student in Birmingham. Nare's heart was hurt, it was difficult to decide between what she wanted and what she really needed. The love story grew when he fell in love with the photographer, Bagas, who was introduced to him by Luni. However, tragedy followed, forcing Nare to choose something she never wanted.","-",2024-01-25,107,"https://www.imdb.com/title/tt30476508/?ref_=sr_t_1142","https://www.imdb.com/title/tt30476508/mediaviewer/rm4066593025/?ref_=tt_ov_i"
"tt14827444","Puisi Cinta yang Membunuh",4.6,172,"The story of Ranum, who is always tricked by the sweet words of men who then betray her and later ends with death by a mysterious figure. Ranum's family drama revolves around deceit; it is poetic, romantic, and hilarious, which instantly turns into terror.","-",2023-01-05,101,"https://www.imdb.com/title/tt14827444/?ref_=sr_t_1360","https://www.imdb.com/title/tt14827444/mediaviewer/rm3460971009/?ref_=tt_ov_i"
"tt11240996","Darah Daging",7.8,34,"Three siblings: Arya (Ario Bayu), Rahmat (Rangga Nattra), and Fikri (Arnold Leonard) carry out a bank robbery to save the lives of their mothers. They invited Rahmat's childhood friends, Salim (Donny Alamsyah), and Borne (Tanta Ginting). On the appointed day, they robbed the bank where Fikri worked as an apprentice employee. The robbery did not go according to plan. Salim was punished and felt betrayed by others. Hana (Estelle Linden) visits Salim to explore the truth of the robbery case that occurred 14 years ago. As one of the perpetrators of the Salim robbery will soon serve his death sentence in 10 days —filmindonesia.or.id","-",2019-12-05,83,"https://www.imdb.com/title/tt11240996/?ref_=sr_t_178","https://www.imdb.com/title/tt11240996/mediaviewer/rm3595799553/?ref_=tt_ov_i"
"tt27823026","Roman Peony",7.5,11,"Clara goes to Japan to find someone important in her life with the abandoned novel 'Dejavu', and Kenji who runs away from Miyu his childhood friend. Fate brings Clara and Kenji to meet, the same language makes them start their journey of searching and running. The locations written in the novel 'Dejavu' become the direction of Clara and Kenji's journey. Along the way, romance grows between Kenji and Clara. Every love story that arises, there must be a broken heart. Miyu does not accept that she is the figure who must be lost in this love story, she hopes for a miracle by chasing Kenji's footsteps. How is the relationship between Clara, Kenji, and Miyu?","-",2024-09-19,132,"https://www.imdb.com/title/tt27823026/?ref_=sr_t_262","https://www.imdb.com/title/tt27823026/mediaviewer/rm1258514433/?ref_=tt_ov_i"
"tt4504144","Rumah Belanda",6,35,"Raya, an author, is hired by a millionaire called Hilda to write a biography on Aline. She gets sent to live in a mansion so she can write the book in peace. But once there, she and her two children become the haunting target of a mysterious entity. Realising that the house holds a deep, dark secret, Raya sets out to uncover the mystery behind it. —Anonymus","-",2018-01-18,,"https://www.imdb.com/title/tt4504144/?ref_=sr_t_951","https://www.imdb.com/title/tt4504144/mediaviewer/rm3339539200/?ref_=tt_ov_i"
"tt2773682","True Heart",7.5,12,,"-",2013-02-07,108,"https://www.imdb.com/title/tt2773682/?ref_=sr_t_278","https://www.imdb.com/title/tt2773682/mediaviewer/rm2137012480/?ref_=tt_ov_i"
"tt2971388","308",5.5,136,"Desperate for a job, Naya lucked out as her best friend offers her a job as a housekeeper at a 5 star hotel by the beach. But the hotel has one strange rule : Never ever open room number 308 under any circumstance. Based on the true legend of Nyi Roro Kidul, the spirit of the Queen of the South Sea that supposedly lives in room 308 in Samudra Hotel. —Anonymous","-",2013-06-05,121,"https://www.imdb.com/title/tt2971388/?ref_=sr_t_1133","https://www.imdb.com/title/tt2971388/mediaviewer/rm4190182656/?ref_=tt_ov_i"
"tt4705682","Wewe",5.9,47,"A family move to a new, creepy house. While the parents fight a lot, their youngest daughter missing. It said that she was taken by a supernatural being called Wewe Gombel.","-",2015-04-16,100,"https://www.imdb.com/title/tt4705682/?ref_=sr_t_987","https://www.imdb.com/title/tt4705682/mediaviewer/rm3399757824/?ref_=tt_ov_i"
"tt29795485","Sengkolo: Malam satu suro",5.9,73,"Ibrahim, a mortician who lost his family in a terrible incident, quits his job. When a rich family in their village died mysteriously, the residents believed it was black magic. There were no bathers who wanted to bathe them, until the village head asked Ibrahim for help. Although reluctant, Ibrahim finally agreed. After a year, he finds clues about his family's death and confronts the evil that awaits him in the cursed house. Will he be able to fight the devil with his lost faith?","-",2024-06-20,100,"https://www.imdb.com/title/tt29795485/?ref_=sr_t_972","https://www.imdb.com/title/tt29795485/mediaviewer/rm1938780161/?ref_=tt_ov_i"
"tt1241201","Best Friend?",7.2,32,"Tania is the golden child of the teachers because she is smart. But her schoolmates find her too serious. Moli, the new student, is the exact opposite of Tania. But the other students, also reject her for being too extreme. Nobody is willing to go with Moli except Tania. Seeing Moli's life, Tania suddenly feels that her life is very boring. She starts doing all the things that Moli does - speeding in a car, clubbing, cigarettes, alcohol, and even sex. Tania enjoys all this, especially the attention she gets from her schoolmates due to the change in her. When her family finds out about her dramatic change, Tania chooses to get away from them. However the party ends when Moli leaves her. And Tania has to fight alone to find the way back to her true self. —filmindonesia.or.id","-",,90,"https://www.imdb.com/title/tt1241201/?ref_=sr_t_399","https://www.imdb.com/title/tt1241201/mediaviewer/rm1924683008/?ref_=tt_ov_i"
"tt1369664","Hantu Jamu Gendong",3.7,47,"Kafka never believe in ghost, but somehow he always gets the chance to see the ghost with her medicine basket thinking that she's human.","-",2009-01-22,90,"https://www.imdb.com/title/tt1369664/?ref_=sr_t_1481","https://www.imdb.com/title/tt1369664/mediaviewer/rm3563837953/?ref_=tt_ov_i"
"tt6093868","Turis Romantis",7.2,133,"Turis Romantis is 2015 Indonesian romantic film having Shaheer Sheikh in lead role.","-",2015-04-23,,"https://www.imdb.com/title/tt6093868/?ref_=sr_t_386","https://www.imdb.com/title/tt6093868/mediaviewer/rm1938885888/?ref_=tt_ov_i"
"tt19638356","Tutuge",6.9,23,"The presence of Ameera in Bali is looking for inspiration to break her deadlock as a mystery writer. Ameera's encounter with Ketut leads her into the mysterious story of a Balinese woman, Laras, a very artistic villa owner. Many mysteries full of irregularities and thousands of question marks arise in Ameera's mind. It turns out that the beginning of all the mysteries that haunt the lives of Ameera and Laras comes from Tutuge, a Balinese word that means: followed by spirits.","-",2022-04-14,141,"https://www.imdb.com/title/tt19638356/?ref_=sr_t_542","https://www.imdb.com/title/tt19638356/mediaviewer/rm1913593601/?ref_=tt_ov_i"
"tt15353362","The Watcher",6,79,"Stuck at home with broken leg, Krishna made use of the telescope his friends gave him and watched suspicious activities from his new neighbor, Markus.","-",2021-09-24,79,"https://www.imdb.com/title/tt15353362/?ref_=sr_t_958","https://www.imdb.com/title/tt15353362/mediaviewer/rm3061117185/?ref_=tt_ov_i"
